WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL
8,Doha,Qatar Total Open,2021-03-03,WTA500,Outdoor,Hard,2nd Round,Muguruza G.,Sabalenka A.,16,8,2.0,1.0,Completed,2.02,1.88
8,Doha,Qatar Total Open,2021-03-03,WTA500,Outdoor,Hard,2nd Round,Pliskova Ka.,Jabeur O.,6,31,2.0,1.0,Completed,1.91,2.0
9,Lyon,Lyon Open,2021-03-03,WTA250,Indoor,Hard,2nd Round,Tauson C.,Babos T.,139,105,2.0,0.0,Completed,1.22,4.9
9,Lyon,Lyon Open,2021-03-04,WTA250,Indoor,Hard,2nd Round,Minnen G.,Rus A.,113,79,2.0,1.0,Completed,1.78,2.16
9,Lyon,Lyon Open,2021-03-04,WTA250,Indoor,Hard,2nd Round,Mladenovic K.,Gasparyan M.,53,131,2.0,0.0,Completed,1.65,2.39
8,Doha,Qatar Total Open,2021-03-04,WTA500,Outdoor,Hard,Quarterfinals,Kvitova P.,Kontaveit A.,10,24,2.0,1.0,Completed,1.73,2.24
9,Lyon,Lyon Open,2021-03-04,WTA250,Indoor,Hard,2nd Round,Golubic V.,Garcia C.,130,47,2.0,0.0,Completed,2.21,1.75
9,Lyon,Lyon Open,2021-03-04,WTA250,Indoor,Hard,2nd Round,Badosa P.,Voegele S.,73,122,2.0,0.0,Completed,1.46,2.94
8,Doha,Qatar Total Open,2021-03-04,WTA500,Outdoor,Hard,Quarterfinals,Pegula J.,Pliskova Ka.,44,6,2.0,0.0,Completed,1.97,1.93
9,Lyon,Lyon Open,2021-03-04,WTA250,Indoor,Hard,2nd Round,Burel C.,Sasnovich A.,218,96,2.0,1.0,Completed,2.6,1.56
8,Doha,Qatar Total Open,2021-03-04,WTA500,Outdoor,Hard,Quarterfinals,Muguruza G.,Sakkari M.,16,25,2.0,0.0,Completed,1.58,2.55
8,Doha,Qatar Total Open,2021-03-04,WTA500,Outdoor,Hard,Quarterfinals,Azarenka V.,Svitolina E.,14,5,2.0,0.0,Completed,1.83,2.09
8,Doha,Qatar Total Open,2021-03-05,WTA500,Outdoor,Hard,Semifinals,Muguruza G.,Azarenka V.,16,14,,,Walkover,1.37,3.4
8,Doha,Qatar Total Open,2021-03-05,WTA500,Outdoor,Hard,Semifinals,Kvitova P.,Pegula J.,10,44,2.0,0.0,Completed,1.75,2.21
9,Lyon,Lyon Open,2021-03-05,WTA250,Indoor,Hard,Quarterfinals,Tauson C.,Giorgi C.,139,81,2.0,0.0,Completed,1.58,2.54
9,Lyon,Lyon Open,2021-03-05,WTA250,Indoor,Hard,Quarterfinals,Badosa P.,Mladenovic K.,73,53,2.0,1.0,Completed,1.99,1.91
9,Lyon,Lyon Open,2021-03-05,WTA250,Indoor,Hard,Quarterfinals,Ferro F.,Burel C.,46,218,2.0,1.0,Completed,1.42,3.14
9,Lyon,Lyon Open,2021-03-05,WTA250,Indoor,Hard,Quarterfinals,Golubic V.,Minnen G.,130,113,2.0,0.0,Completed,1.55,2.65
8,Doha,Qatar Total Open,2021-03-06,WTA500,Outdoor,Hard,The Final,Kvitova P.,Muguruza G.,10,16,2.0,0.0,Completed,2.66,1.54
9,Lyon,Lyon Open,2021-03-06,WTA250,Indoor,Hard,Semifinals,Tauson C.,Badosa P.,139,73,2.0,0.0,Completed,1.33,3.7
9,Lyon,Lyon Open,2021-03-06,WTA250,Indoor,Hard,Semifinals,Golubic V.,Ferro F.,130,46,2.0,1.0,Completed,2.4,1.65
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Krejcikova B.,Sakkari M.,63,25,2.0,0.0,Completed,4.21,1.26
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Gauff C.,Alexandrova E.,40,33,2.0,1.0,Completed,1.83,2.07
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Sevastova A.,Pera B.,55,65,2.0,0.0,Completed,1.75,2.19
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Jabeur O.,Siniakova K.,31,68,2.0,0.0,Completed,1.33,3.62
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Cornet A.,Kasatkina D.,59,58,2.0,1.0,Completed,5.04,1.2
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Kudermetova V.,Pavlyuchenkova A.,34,43,2.0,0.0,Completed,1.81,2.1
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-07,WTA500,Outdoor,Hard,1st Round,Kuznetsova S.,Wang Q.,41,35,2.0,1.0,Completed,1.71,2.24
9,Lyon,Lyon Open,2021-03-07,WTA250,Indoor,Hard,The Final,Tauson C.,Golubic V.,139,130,2.0,0.0,Completed,1.45,3.0
11,Guadalajara,Abierto Zapopan,2021-03-08,WTA250,Outdoor,Hard,1st Round,Sharma A.,Dart H.,137,153,2.0,1.0,Completed,1.41,3.13
11,Guadalajara,Abierto Zapopan,2021-03-08,WTA250,Outdoor,Hard,1st Round,Cocciaretto E.,Wang Xiy.,134,131,2.0,0.0,Completed,1.89,2.0
11,Guadalajara,Abierto Zapopan,2021-03-08,WTA250,Outdoor,Hard,1st Round,Buzarnescu M.,Vandeweghe C.,136,228,2.0,1.0,Completed,1.47,2.89
11,Guadalajara,Abierto Zapopan,2021-03-08,WTA250,Outdoor,Hard,1st Round,Kovinic D.,Gracheva V.,84,94,2.0,1.0,Completed,2.37,1.65
11,Guadalajara,Abierto Zapopan,2021-03-08,WTA250,Outdoor,Hard,1st Round,Davis L.,Friedsam A.L.,83,118,2.0,0.0,Completed,1.46,2.91
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Mertens E.,Tomova V.,18,140,2.0,1.0,Completed,,
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Rogers S.,Kanepi K.,49,62,2.0,0.0,Completed,1.93,1.96
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Muguruza G.,Begu I.,16,73,2.0,0.0,Completed,1.17,5.69
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Anisimova A.,Konjuh A.,32,401,2.0,0.0,Completed,1.75,2.19
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Teichmann J.,Zavatska K.,54,128,2.0,0.0,Completed,1.34,3.55
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Ostapenko J.,Tig P.M.,51,61,2.0,0.0,Completed,1.37,3.34
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Vondrousova M.,Bogdan A.,20,101,2.0,0.0,Completed,1.46,2.91
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Mladenovic K.,Martic P.,53,21,2.0,0.0,Completed,2.67,1.53
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Martincova T.,Pliskova Kr.,125,75,2.0,1.0,Completed,2.36,1.65
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Potapova A.,Siegemund L.,88,56,2.0,0.0,Completed,2.02,1.87
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Rybakina E.,Zheng S.,23,48,2.0,0.0,Completed,1.29,3.94
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Pegula J.,Shvedova Y.,36,827,2.0,0.0,Completed,1.04,15.52
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Keys M.,Liang E.S.,19,239,2.0,0.0,Completed,1.13,6.96
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Garcia C.,Kerber A.,47,26,2.0,1.0,Completed,3.01,1.43
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Cirstea S.,Tsurenko L.,67,142,2.0,0.0,Completed,2.02,1.87
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Kontaveit A.,Babos T.,24,106,2.0,0.0,Completed,1.13,6.86
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-08,WTA500,Outdoor,Hard,1st Round,Doi M.,Hercog P.,77,57,2.0,1.0,Completed,2.13,1.79
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Bencic B.,Kudermetova V.,12,34,2.0,1.0,Completed,2.25,1.72
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Schmiedlova A.,Hibino N.,117,79,2.0,0.0,Completed,1.5,2.75
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Zarazua R.,Kawa K.,143,123,2.0,0.0,Completed,1.32,3.66
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Bouzkova M.,Bara I.,50,132,2.0,1.0,Completed,1.08,9.44
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Kung L.,Stojanovic N.,157,95,2.0,0.0,Completed,2.05,1.85
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Juvan K.,Bolsova A.,91,107,2.0,0.0,Completed,1.4,3.2
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Sorribes Tormo S.,Minnen G.,71,109,2.0,1.0,Completed,1.7,2.27
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Zidansek T.,Blinkova A.,93,70,2.0,0.0,Completed,2.78,1.49
11,Guadalajara,Abierto Zapopan,2021-03-09,WTA250,Outdoor,Hard,1st Round,Fernandez L.A.,Kalinskaya A.,87,126,2.0,1.0,Completed,1.34,3.53
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Pliskova Ka.,Sevastova A.,6,55,2.0,1.0,Completed,1.31,3.84
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Teichmann J.,Kvitova P.,54,10,1.0,0.0,Retired,3.93,1.3
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Muguruza G.,Anisimova A.,16,32,2.0,0.0,Completed,1.26,4.4
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Potapova A.,Keys M.,88,19,2.0,0.0,Completed,2.35,1.67
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Gauff C.,Vondrousova M.,40,20,2.0,1.0,Completed,1.83,2.1
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Martincova T.,Bertens K.,125,11,2.0,0.0,Completed,2.56,1.58
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Pegula J.,Mladenovic K.,36,53,2.0,0.0,Completed,1.2,5.28
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Sabalenka A.,Cornet A.,8,59,2.0,0.0,Completed,1.16,6.1
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Kontaveit A.,Cirstea S.,24,67,2.0,0.0,Completed,1.19,5.48
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Jabeur O.,Rybakina E.,31,23,2.0,1.0,Completed,1.81,2.11
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Garcia C.,Trevisan M.,47,90,2.0,0.0,Completed,1.4,3.23
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Kuznetsova S.,Svitolina E.,41,5,2.0,1.0,Completed,4.0,1.29
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Mertens E.,Rogers S.,18,49,2.0,0.0,Completed,1.65,2.4
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Swiatek I.,Doi M.,15,77,2.0,0.0,Completed,1.08,10.23
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-09,WTA500,Outdoor,Hard,2nd Round,Krejcikova B.,Ostapenko J.,63,51,2.0,0.0,Completed,2.11,1.81
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,1st Round,Bouchard E.,Dolehide C.,144,154,2.0,1.0,Completed,2.01,1.88
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,1st Round,Podoroska N.,Olmos G.,46,485,2.0,1.0,Completed,1.15,6.22
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,1st Round,Mcnally C.,Volynets K.,120,314,2.0,1.0,Completed,1.45,2.93
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Bouzkova M.,Buzarnescu M.,50,136,2.0,0.0,Completed,1.21,4.99
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Muguruza G.,Swiatek I.,16,15,2.0,0.0,Completed,2.28,1.71
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Sharma A.,Fernandez L.A.,137,87,2.0,0.0,Completed,2.37,1.66
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Cocciaretto E.,Podoroska N.,134,46,2.0,0.0,Completed,2.72,1.52
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Teichmann J.,Jabeur O.,54,31,2.0,0.0,Completed,2.5,1.6
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Davis L.,Kovinic D.,83,84,2.0,0.0,Completed,1.51,2.78
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Gauff C.,Martincova T.,40,125,2.0,0.0,Completed,1.26,4.28
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Mertens E.,Garcia C.,18,47,2.0,0.0,Completed,1.28,4.15
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Potapova A.,Bencic B.,88,12,2.0,1.0,Completed,2.23,1.74
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Sabalenka A.,Kontaveit A.,8,24,2.0,0.0,Completed,1.57,2.59
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Pegula J.,Pliskova Ka.,36,6,2.0,0.0,Completed,1.6,2.51
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-10,WTA500,Outdoor,Hard,3rd Round,Krejcikova B.,Kuznetsova S.,63,41,2.0,0.0,Completed,1.4,3.22
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Bouchard E.,Juvan K.,144,91,2.0,0.0,Completed,2.6,1.56
11,Guadalajara,Abierto Zapopan,2021-03-10,WTA250,Outdoor,Hard,2nd Round,Sorribes Tormo S.,Kung L.,71,157,2.0,0.0,Completed,1.54,2.68
11,Guadalajara,Abierto Zapopan,2021-03-11,WTA250,Outdoor,Hard,2nd Round,Schmiedlova A.,Zarazua R.,117,143,2.0,1.0,Completed,1.85,2.07
11,Guadalajara,Abierto Zapopan,2021-03-11,WTA250,Outdoor,Hard,2nd Round,Mcnally C.,Zidansek T.,120,93,2.0,1.0,Completed,2.08,1.84
11,Guadalajara,Abierto Zapopan,2021-03-11,WTA250,Outdoor,Hard,Quarterfinals,Cocciaretto E.,Davis L.,134,83,2.0,0.0,Completed,2.35,1.67
11,Guadalajara,Abierto Zapopan,2021-03-11,WTA250,Outdoor,Hard,Quarterfinals,Sorribes Tormo S.,Sharma A.,71,137,2.0,0.0,Completed,1.67,2.36
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-11,WTA500,Outdoor,Hard,Quarterfinals,Muguruza G.,Sabalenka A.,16,8,2.0,1.0,Completed,1.77,2.18
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-11,WTA500,Outdoor,Hard,Quarterfinals,Teichmann J.,Gauff C.,54,40,2.0,0.0,Completed,2.75,1.51
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-11,WTA500,Outdoor,Hard,Quarterfinals,Mertens E.,Pegula J.,18,36,2.0,1.0,Completed,1.86,2.05
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-11,WTA500,Outdoor,Hard,Quarterfinals,Krejcikova B.,Potapova A.,63,88,2.0,0.0,Completed,1.68,2.32
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-12,WTA500,Outdoor,Hard,Semifinals,Krejcikova B.,Teichmann J.,63,54,2.0,0.0,Completed,1.71,2.27
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-12,WTA500,Outdoor,Hard,Semifinals,Muguruza G.,Mertens E.,16,18,2.0,0.0,Completed,1.43,3.05
11,Guadalajara,Abierto Zapopan,2021-03-12,WTA250,Outdoor,Hard,Quarterfinals,Bouchard E.,Mcnally C.,144,120,2.0,0.0,Completed,1.65,2.39
11,Guadalajara,Abierto Zapopan,2021-03-12,WTA250,Outdoor,Hard,Quarterfinals,Bouzkova M.,Schmiedlova A.,50,117,2.0,0.0,Completed,1.27,4.26
11,Guadalajara,Abierto Zapopan,2021-03-13,WTA250,Outdoor,Hard,Semifinals,Bouchard E.,Cocciaretto E.,144,134,2.0,0.0,Completed,1.68,2.32
11,Guadalajara,Abierto Zapopan,2021-03-13,WTA250,Outdoor,Hard,Semifinals,Sorribes Tormo S.,Bouzkova M.,71,50,2.0,0.0,Completed,3.05,1.43
10,Dubai,Dubai Duty Free Tennis Championships,2021-03-13,WTA500,Outdoor,Hard,The Final,Muguruza G.,Krejcikova B.,16,63,2.0,0.0,Completed,1.17,5.79
11,Guadalajara,Abierto Zapopan,2021-03-14,WTA250,Outdoor,Hard,The Final,Sorribes Tormo S.,Bouchard E.,71,144,2.0,0.0,Completed,1.76,2.2
13,St. Petersburg,Ladies Trophy,2021-03-15,WTA500,Indoor,Hard,1st Round,Zvonareva V.,Rodionova Ar.,145,172,2.0,0.0,Completed,1.1,8.16
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Davis L.,Sherif M.,79,121,2.0,1.0,Completed,1.75,2.19
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Kuzmova V.,Dolehide C.,104,155,2.0,0.0,Completed,2.54,1.57
13,St. Petersburg,Ladies Trophy,2021-03-15,WTA500,Indoor,Hard,1st Round,Sasnovich A.,Bogdan A.,97,99,2.0,1.0,Completed,1.84,2.06
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Li A.,Rus A.,72,82,2.0,0.0,Completed,1.38,3.3
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Paolini J.,Hibino N.,100,81,2.0,1.0,Completed,1.62,2.43
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Schmiedlova A.,Boulter K.,111,318,2.0,0.0,Completed,1.69,2.29
12,Monterrey,Monterrey Open,2021-03-15,WTA250,Outdoor,Hard,1st Round,Stojanovic N.,Trevisan M.,95,89,2.0,0.0,Completed,1.59,2.49
13,St. Petersburg,Ladies Trophy,2021-03-15,WTA500,Indoor,Hard,1st Round,Ostapenko J.,Badosa P.,53,70,2.0,0.0,Completed,1.65,2.35
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Gasparyan M.,Mladenovic K.,126,55,2.0,1.0,Completed,2.71,1.52
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Cristian J.,Lapko V.,160,281,1.0,1.0,Retired,1.74,2.2
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Rakhimova K.,Mishina D.,150,403,2.0,1.0,Completed,,
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Kasatkina D.,Tauson C.,61,96,2.0,0.0,Completed,2.05,1.85
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Wang Xin.,Tomova V.,159,142,2.0,1.0,Completed,1.83,2.07
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Siniakova K.,Flipkens K.,69,92,2.0,0.0,Completed,1.48,2.82
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Martincova T.,Voegele S.,107,124,2.0,1.0,Completed,1.37,3.32
13,St. Petersburg,Ladies Trophy,2021-03-16,WTA500,Indoor,Hard,1st Round,Pavlyuchenkova A.,Buyukakcay C.,45,181,2.0,0.0,Completed,1.1,8.09
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Zidansek T.,Zarazua R.,93,144,2.0,0.0,Completed,2.03,1.86
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Golubic V.,Blinkova A.,102,71,2.0,0.0,Completed,1.33,3.58
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Sorribes Tormo S.,Tsurenko L.,57,141,2.0,1.0,Completed,1.78,2.13
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Zheng S.,Gracheva V.,52,94,2.0,0.0,Completed,2.09,1.82
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Kucova K.,Stephens S.,151,48,2.0,0.0,Completed,2.6,1.55
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Dart H.,Watson H.,153,65,2.0,0.0,Completed,2.88,1.47
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Juvan K.,Osorio M.,91,187,2.0,0.0,Completed,1.32,3.7
12,Monterrey,Monterrey Open,2021-03-16,WTA250,Outdoor,Hard,1st Round,Fernandez L.A.,Vandeweghe C.,88,230,2.0,0.0,Completed,1.31,3.8
12,Monterrey,Monterrey Open,2021-03-17,WTA250,Outdoor,Hard,2nd Round,Schmiedlova A.,Paolini J.,111,100,2.0,1.0,Completed,1.63,2.43
13,St. Petersburg,Ladies Trophy,2021-03-17,WTA500,Indoor,Hard,1st Round,Gasanova A.,Zavatska K.,241,125,2.0,1.0,Completed,1.75,2.18
13,St. Petersburg,Ladies Trophy,2021-03-17,WTA500,Indoor,Hard,2nd Round,Zvonareva V.,Ferro F.,145,43,2.0,1.0,Completed,1.71,2.27
13,St. Petersburg,Ladies Trophy,2021-03-17,WTA500,Indoor,Hard,2nd Round,Cristian J.,Ostapenko J.,160,53,2.0,0.0,Completed,5.06,1.21
13,St. Petersburg,Ladies Trophy,2021-03-17,WTA500,Indoor,Hard,2nd Round,Alexandrova E.,Martincova T.,34,107,2.0,0.0,Completed,1.34,3.62
12,Monterrey,Monterrey Open,2021-03-17,WTA250,Outdoor,Hard,2nd Round,Kuzmova V.,Dart H.,104,153,2.0,0.0,Completed,2.12,1.81
12,Monterrey,Monterrey Open,2021-03-17,WTA250,Outdoor,Hard,1st Round,Kalinskaya A.,Podoroska N.,130,47,2.0,0.0,Completed,2.6,1.55
13,St. Petersburg,Ladies Trophy,2021-03-17,WTA500,Indoor,Hard,2nd Round,Kuznetsova S.,Wang Xin.,39,159,2.0,0.0,Completed,1.3,3.87
12,Monterrey,Monterrey Open,2021-03-17,WTA250,Outdoor,Hard,1st Round,Zhu L.,Bouchard E.,101,116,2.0,0.0,Completed,2.82,1.48
13,St. Petersburg,Ladies Trophy,2021-03-18,WTA500,Indoor,Hard,2nd Round,Kudermetova V.,Rakhimova K.,36,150,2.0,1.0,Completed,1.24,4.59
13,St. Petersburg,Ladies Trophy,2021-03-18,WTA500,Indoor,Hard,2nd Round,Gasparyan M.,Siniakova K.,126,69,2.0,0.0,Completed,2.12,1.81
13,St. Petersburg,Ladies Trophy,2021-03-18,WTA500,Indoor,Hard,2nd Round,Kasatkina D.,Sasnovich A.,61,97,2.0,1.0,Completed,1.37,3.42
12,Monterrey,Monterrey Open,2021-03-18,WTA250,Outdoor,Hard,2nd Round,Li A.,Zidansek T.,72,93,2.0,0.0,Completed,1.32,3.73
12,Monterrey,Monterrey Open,2021-03-18,WTA250,Outdoor,Hard,2nd Round,Zheng S.,Zhu L.,52,101,2.0,0.0,Completed,1.63,2.44
12,Monterrey,Monterrey Open,2021-03-18,WTA250,Outdoor,Hard,2nd Round,Fernandez L.A.,Kucova K.,88,151,2.0,0.0,Completed,1.2,5.25
13,St. Petersburg,Ladies Trophy,2021-03-18,WTA500,Indoor,Hard,2nd Round,Gasanova A.,Pavlyuchenkova A.,241,45,2.0,1.0,Completed,6.32,1.15
12,Monterrey,Monterrey Open,2021-03-18,WTA250,Outdoor,Hard,2nd Round,Sorribes Tormo S.,Juvan K.,57,91,,,Walkover,1.91,2.0
12,Monterrey,Monterrey Open,2021-03-19,WTA250,Outdoor,Hard,Quarterfinals,Li A.,Zheng S.,72,52,2.0,0.0,Completed,1.45,3.0
13,St. Petersburg,Ladies Trophy,2021-03-19,WTA500,Indoor,Hard,Quarterfinals,Zvonareva V.,Gasanova A.,145,241,2.0,0.0,Completed,1.16,6.25
13,St. Petersburg,Ladies Trophy,2021-03-19,WTA500,Indoor,Hard,Quarterfinals,Kuznetsova S.,Cristian J.,39,160,2.0,1.0,Completed,1.5,2.8
13,St. Petersburg,Ladies Trophy,2021-03-19,WTA500,Indoor,Hard,Quarterfinals,Kasatkina D.,Kudermetova V.,61,36,2.0,1.0,Completed,1.62,2.46
12,Monterrey,Monterrey Open,2021-03-19,WTA250,Outdoor,Hard,Quarterfinals,Fernandez L.A.,Kuzmova V.,88,104,2.0,0.0,Completed,1.25,4.46
12,Monterrey,Monterrey Open,2021-03-19,WTA250,Outdoor,Hard,2nd Round,Kalinskaya A.,Stojanovic N.,130,95,2.0,0.0,Completed,1.72,2.25
12,Monterrey,Monterrey Open,2021-03-19,WTA250,Outdoor,Hard,2nd Round,Golubic V.,Davis L.,102,79,2.0,0.0,Completed,1.47,2.9
13,St. Petersburg,Ladies Trophy,2021-03-19,WTA500,Indoor,Hard,Quarterfinals,Gasparyan M.,Alexandrova E.,126,34,2.0,0.0,Completed,4.24,1.27
12,Monterrey,Monterrey Open,2021-03-20,WTA250,Outdoor,Hard,Semifinals,Golubic V.,Li A.,102,72,2.0,0.0,Completed,2.33,1.68
